organization_name,claim_type,year,county,urban_rural,doi_region,cah_flag,amb_flag,hospital_pct_medicare,claims,urf_pct_medicare,payer_min,payer_median,payer_max,source_id
UCHealth Parkview Medical Center,Outpatient,2022,Pueblo,Urban,Pueblo,0,0,3.5692,11165,3.4625,3.4625,2.528,0.0405,civhc_rbp_fy26
UCHealth Pikes Peak Regional Hospital,Outpatient,2021,Teller,Urban,Colorado Springs,1,0,2.3246,3903,2.5464,2.3246,2.4991,0.1017,civhc_rbp_fy26
UCHealth University of Colorado Hospital,Inpatient,2023,Adams,Urban,Denver,0,0,2.4908,2686,1.941,2.2969,1.9517,0.6496,civhc_rbp_fy26
UCHealth Yampa Valley Medical Center,Inpatient,2022,Routt,Rural,West,0,0,1.3789,185,1.6768,1.3789,1.6034,0.0007,civhc_rbp_fy26
UCHealth Yampa Valley Medical Center,Inpatient,2023,Routt,Rural,West,0,0,1.1796,199,1.7735,1.1796,1.6874,0.2496,civhc_rbp_fy26
Weisbrod Memorial County Hospital,Inpatient/Outpatient Combined,2024,Kiowa,Rural,East,1,0,0.6773,556,2.2207,0.6773,2.4831,0.0037,civhc_rbp_fy26
Wray Community District Hospital,Inpatient/Outpatient Combined,2023,Yuma,Rural,East,1,0,1.4326,2480,2.1433,1.3973,2.4878,0.0066,civhc_rbp_fy26
Wray Community District Hospital,Outpatient,2021,Yuma,Rural,East,1,0,1.5981,3964,2.3528,1.4436,2.6902,0.0024,civhc_rbp_fy26
Wray Community District Hospital,Outpatient,2023,Yuma,Rural,East,1,0,1.5184,2441,2.3176,1.4513,2.8358,0.0066,civhc_rbp_fy26
Yuma District Hospital,Outpatient,2022,Yuma,Rural,East,1,0,1.2983,1657,2.3479,1.4304,2.7132,0.101,civhc_rbp_fy26
Yuma District Hospital,Outpatient,2023,Yuma,Rural,East,1,0,1.2881,1554,2.3176,1.4513,2.8358,0.0046,civhc_rbp_fy26
AdventHealth Castle Rock,Outpatient,2023,Douglas,Urban,Denver,0,0,2.5337,9331,2.2485,2.2354,2.4647,0.1239,civhc_rbp_fy26
AdventHealth Littleton,Inpatient,2024,Arapahoe,Urban,Denver,0,0,2.0507,1022,1.9574,2.2722,1.9367,0.4344,civhc_rbp_fy26
AdventHealth Littleton,Inpatient/Outpatient Combined,2022,Arapahoe,Urban,Denver,0,0,2.2752,13900,2.284,2.6168,2.3666,0.2998,civhc_rbp_fy26
Alpine Surgery Center,Outpatient,2023,Gunnison,Rural,West,0,1,1.4814,59,2.9891,1.9693,2.8358,0.0011,civhc_rbp_fy26
Ambulatory Surgery Center Lone Tree,Outpatient,2024,Arapahoe,Urban,Denver,0,1,0.9229,272,2.4045,2.6401,2.524,0.0208,civhc_rbp_fy26
Arkansas Valley Regional Medical Center,Inpatient/Outpatient Combined,2022,Otero,Rural,East,1,0,2.3708,3376,2.1472,2.3708,2.3417,0.5355,civhc_rbp_fy26
Arkansas Valley Regional Medical Center,Inpatient/Outpatient Combined,2023,Otero,Rural,East,1,0,1.7789,3089,2.1433,1.7789,2.4878,0.1708,civhc_rbp_fy26
Arkansas Valley Regional Medical Center,Outpatient,2021,Otero,Rural,East,1,0,2.6847,2829,2.3528,2.6847,2.6902,0.0351,civhc_rbp_fy26
Arkansas Valley Regional Medical Center,Outpatient,2022,Otero,Rural,East,1,0,2.7263,3329,2.3479,2.7263,2.7132,0.6463,civhc_rbp_fy26
Audubon Ambulatory Surgery Center,Outpatient,2023,El Paso,Urban,Colorado Springs,0,1,1.3881,1265,2.5173,2.5332,2.4647,0.0477,civhc_rbp_fy26
Aurora Endoscopy Surgicenter,Outpatient,2023,Arapahoe,Urban,Denver,0,1,2.957,863,2.2485,2.4517,2.4647,0.15,civhc_rbp_fy26
Banner Fort Collins Medical Center,Inpatient/Outpatient Combined,2023,Larimer,Urban,Ft. Collins,0,0,1.7263,3457,2.7432,2.7432,2.3251,0.0057,civhc_rbp_fy26
Banner McKee Medical Center,Outpatient,2022,Larimer,Urban,Ft. Collins,0,0,2.9028,3685,2.9914,2.9914,2.528,0.1021,civhc_rbp_fy26
Banner North Colorado Medical Center,Inpatient/Outpatient Combined,2021,Weld,Urban,Greeley,0,0,2.4413,7032,2.59,2.59,2.2969,0.1039,civhc_rbp_fy26
Banner North Colorado Medical Center,Inpatient/Outpatient Combined,2023,Weld,Urban,Greeley,0,0,2.3549,6426,2.623,2.623,2.3251,0.2668,civhc_rbp_fy26
Banner North Colorado Medical Center,Outpatient,2021,Weld,Urban,Greeley,0,0,2.9663,6356,3.048,3.048,2.4991,0.0808,civhc_rbp_fy26
Banner North Colorado Medical Center,Outpatient,2022,Weld,Urban,Greeley,0,0,2.7,5990,2.9279,2.9279,2.528,0.0701,civhc_rbp_fy26
Belmar Ambulatory Surgical Center,Outpatient,2021,Jefferson,Urban,Denver,0,1,2.2437,140,2.3417,2.5164,2.4991,0.0155,civhc_rbp_fy26
Black Canyon Surgical Center,Outpatient,2022,Montrose,Rural,West,0,1,1.6323,482,2.8235,3.9313,2.7132,0.0007,civhc_rbp_fy26
Boulder Community Health,Inpatient/Outpatient Combined,2024,Boulder,Urban,Boulder,0,0,2.1607,23378,2.0548,2.0548,2.3717,1.556,civhc_rbp_fy26
Boulder Community Health,Outpatient,2023,Boulder,Urban,Boulder,0,0,2.2776,24617,2.2475,2.2475,2.4647,0.1348,civhc_rbp_fy26
Boulder Medical Center,Outpatient,2022,Boulder,Urban,Boulder,0,1,1.5088,841,2.169,2.169,2.528,0.0025,civhc_rbp_fy26
Boulder Medical Center,Outpatient,2024,Boulder,Urban,Boulder,0,1,1.3124,678,2.2621,2.2621,2.524,0.0016,civhc_rbp_fy26
Canon City Colorado Multi-Specialty Ambulatory Surgical Center,Outpatient,2022,Fremont,Rural,East,0,1,3.8963,179,2.3479,5.1008,2.7132,0.0019,civhc_rbp_fy26
Canon City Colorado Multi-Specialty Ambulatory Surgical Center,Outpatient,2024,Fremont,Rural,East,0,1,3.3435,156,2.4156,5.4084,2.891,0.0016,civhc_rbp_fy26
Castle Rock Surgicenter,Outpatient,2023,Douglas,Urban,Denver,0,1,1.3526,180,2.2485,2.2354,2.4647,0.0147,civhc_rbp_fy26
Centrum Surgery Center,Outpatient,2022,Arapahoe,Urban,Denver,0,1,2.2438,788,2.3542,2.5388,2.528,0.15,civhc_rbp_fy26
Centrum Surgery Center,Outpatient,2023,Arapahoe,Urban,Denver,0,1,1.9422,545,2.2485,2.4517,2.4647,0.2587,civhc_rbp_fy26
Colorado Springs Surgicenter,Outpatient,2024,El Paso,Urban,Colorado Springs,0,1,1.7681,55,2.5757,2.5887,2.524,0.6484,civhc_rbp_fy26
CommonSpirit - Penrose Hospital,Inpatient/Outpatient Combined,2022,El Paso,Urban,Colorado Springs,0,0,2.3266,17942,2.4589,2.4585,2.3666,0.0318,civhc_rbp_fy26
CommonSpirit Mercy Hospital,Inpatient,2021,La Plata,Rural,West,0,0,1.6291,972,1.5537,1.6492,1.5263,0.0002,civhc_rbp_fy26
CommonSpirit Mercy Hospital,Outpatient,2023,La Plata,Rural,West,0,0,3.1801,16180,2.9891,2.9897,2.8358,0.2683,civhc_rbp_fy26
CommonSpirit Mercy Hospital,Outpatient,2024,La Plata,Rural,West,0,0,3.1446,14449,3.0338,2.8762,2.891,1.6325,civhc_rbp_fy26
CommonSpirit St. Anthony Hospital,Inpatient,2021,Jefferson,Urban,Denver,0,0,2.205,682,1.8993,2.1562,1.9401,0.1262,civhc_rbp_fy26
CommonSpirit St. Anthony Hospital,Outpatient,2021,Jefferson,Urban,Denver,0,0,3.1888,8801,2.3417,2.5164,2.4991,0.2,civhc_rbp_fy26
CommonSpirit St. Anthony Hospital,Outpatient,2022,Jefferson,Urban,Denver,0,0,2.6627,12338,2.3542,2.3461,2.528,0.1022,civhc_rbp_fy26
CommonSpirit St. Anthony North Hospital,Outpatient,2022,Broomfield,Urban,Denver,0,0,3.1835,10272,2.3542,3.1693,2.528,0.0434,civhc_rbp_fy26
CommonSpirit St. Anthony North Hospital,Outpatient,2023,Broomfield,Urban,Denver,0,0,3.1467,10806,2.2485,3.0582,2.4647,0.1054,civhc_rbp_fy26
CommonSpirit St. Elizabeth Hospital,Inpatient,2024,Morgan,Rural,East,0,0,1.6787,62,1.2459,1.4587,1.5378,0.0013,civhc_rbp_fy26
CommonSpirit St. Elizabeth Hospital,Outpatient,2021,Morgan,Rural,East,0,0,6.0048,2446,2.3528,3.568,2.6902,0.1555,civhc_rbp_fy26
CommonSpirit St. Elizabeth Hospital,Outpatient,2023,Morgan,Rural,East,0,0,4.567,2580,2.3176,3.1037,2.8358,0.0663,civhc_rbp_fy26
CommonSpirit St. Francis Hospital,Inpatient/Outpatient Combined,2023,El Paso,Urban,Colorado Springs,0,0,3.2808,209,2.389,2.3967,2.3251,0.0009,civhc_rbp_fy26
CommonSpirit St. Francis Hospital,Inpatient/Outpatient Combined,2024,El Paso,Urban,Colorado Springs,0,0,3.0538,426,2.4187,2.424,2.3717,0.0872,civhc_rbp_fy26
CommonSpirit St. Francis Hospital,Outpatient,2023,El Paso,Urban,Colorado Springs,0,0,2.7289,187,2.5173,2.5332,2.4647,2.7289,civhc_rbp_fy26
CommonSpirit St. Francis Hospital - Interquest,Inpatient/Outpatient Combined,2024,El Paso,Urban,Colorado Springs,0,0,3.414,750,2.4187,2.424,2.3717,0.0027,civhc_rbp_fy26
CommonSpirit St. Mary-Corwin Hospital,Inpatient,2024,Pueblo,Urban,Pueblo,0,0,1.6044,55,1.8092,1.8092,1.9367,0.0002,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Inpatient/Outpatient Combined,2022,Fremont,Rural,East,0,0,6.0106,239,2.1472,5.1922,2.3417,0.0062,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Outpatient,2022,Fremont,Rural,East,1,0,5.1498,4125,2.3479,5.1008,2.7132,0.0062,civhc_rbp_fy26
Community Hospital,Inpatient,2023,Mesa,Urban,Grand Junction,0,0,2.8098,231,2.7195,2.7195,1.9517,0.0002,civhc_rbp_fy26
Denver Eye Surgery Center,Outpatient,2022,Jefferson,Urban,Denver,0,1,0.9629,350,2.3542,2.3461,2.528,0.0013,civhc_rbp_fy26
Denver Eye Surgery Center,Outpatient,2024,Jefferson,Urban,Denver,0,1,0.8585,481,2.4045,2.5063,2.524,0.2124,civhc_rbp_fy26
Denver Health,Inpatient,2021,Denver,Urban,Denver,0,0,0.6889,1403,1.8993,1.6468,1.9401,0.0006,civhc_rbp_fy26
Denver Health,Outpatient,2022,Denver,Urban,Denver,0,0,1.0493,78048,2.3542,1.8823,2.528,0.0356,civhc_rbp_fy26
Durango Surgery Center,Outpatient,2024,La Plata,Rural,West,0,1,1.4062,138,3.0338,2.8762,2.891,0.5298,civhc_rbp_fy26
East Morgan County Hospital,Outpatient,2021,Morgan,Rural,East,1,0,2.0663,2078,2.3528,3.568,2.6902,0.0079,civhc_rbp_fy26
Endoscopy Center of Colorado Springs,Outpatient,2021,El Paso,Urban,Colorado Springs,0,1,1.577,2132,2.5464,2.5524,2.4991,0.961,civhc_rbp_fy26
Endoscopy Center of Grand Junction,Outpatient,2024,Mesa,Urban,Grand Junction,0,1,1.5815,1253,2.9996,2.9996,2.524,0.002,civhc_rbp_fy26
Endoscopy Center of Western Colorado,Outpatient,2024,Mesa,Urban,Grand Junction,0,1,0.9773,159,2.9996,2.9996,2.524,0.0021,civhc_rbp_fy26
Endoscopy Center of the Rockies - Lafayette,Outpatient,2024,Boulder,Urban,Boulder,0,1,3.5826,1073,2.2621,2.2621,2.524,2.4025,civhc_rbp_fy26
Estes Park Health,Inpatient,2021,Larimer,Urban,Ft. Collins,1,0,1.3647,33,2.4221,2.4221,1.9401,0.913,civhc_rbp_fy26
Front Range Endoscopy Centers,Outpatient,2022,El Paso,Urban,Colorado Springs,0,1,1.1003,743,2.6399,2.6428,2.528,0.3488,civhc_rbp_fy26
Front Range Orthopedic Surgery Center,Outpatient,2022,Boulder,Urban,Boulder,0,1,1.3723,367,2.169,2.169,2.528,0.0008,civhc_rbp_fy26
Golden Ridge Surgery Center,Outpatient,2024,Jefferson,Urban,Denver,0,1,1.7221,248,2.4045,2.5063,2.524,0.0015,civhc_rbp_fy26
Grand River Hospital District,Inpatient/Outpatient Combined,2024,Garfield,Rural,West,1,0,1.9201,9142,2.5642,3.1788,2.4831,0.363,civhc_rbp_fy26
Haxtun Health,Outpatient,2023,Phillips,Rural,East,1,0,1.1099,442,2.3176,1.4355,2.8358,0.0148,civhc_rbp_fy26
Healthone Ridge View Endoscopy Center - Englewood,Outpatient,2021,Arapahoe,Urban,Denver,0,1,3.0639,1422,2.3417,2.5878,2.4991,0.6937,civhc_rbp_fy26
Heart of the Rockies Regional Medical Center,Outpatient,2021,Chaffee,Rural,East,1,0,2.3209,6700,2.3528,2.3209,2.6902,0.0274,civhc_rbp_fy26
Intermountain Health Good Samaritan Medical Center,Inpatient,2024,Boulder,Urban,Boulder,0,0,1.8126,2727,1.7934,1.7934,1.9367,1.5105,civhc_rbp_fy26
Intermountain Health Good Samaritan Medical Center,Outpatient,2021,Boulder,Urban,Boulder,0,0,2.0626,15926,2.0417,2.0417,2.4991,0.1003,civhc_rbp_fy26
Intermountain Health Good Samaritan Medical Center,Outpatient,2023,Boulder,Urban,Boulder,0,0,2.1369,15564,2.2475,2.2475,2.4647,0.0521,civhc_rbp_fy26
Intermountain Health Good Samaritan Medical Center,Outpatient,2024,Boulder,Urban,Boulder,0,0,2.131,14830,2.2621,2.2621,2.524,0.9561,civhc_rbp_fy26
Intermountain Health Platte Valley Hospital,Outpatient,2023,Adams,Urban,Denver,0,0,3.1928,6176,2.2485,2.9273,2.4647,0.2777,civhc_rbp_fy26
Intermountain Health Saint Joseph Hospital,Outpatient,2023,Denver,Urban,Denver,0,0,1.9415,21801,2.2485,1.722,2.4647,0.0848,civhc_rbp_fy26
Intermountain Health St. Mary's Medical Center,Inpatient,2022,Mesa,Urban,Grand Junction,0,0,2.5213,636,2.4128,2.4128,1.99,0.0019,civhc_rbp_fy26
Intermountain Health St. Mary's Medical Center,Outpatient,2021,Mesa,Urban,Grand Junction,0,0,3.835,18412,3.2289,3.2289,2.4991,0.8986,civhc_rbp_fy26
Kaiser Foundation Health Plan of Colorado - Lone Tree,Outpatient,2021,Douglas,Urban,Denver,0,1,0.3011,3955,2.3417,2.2521,2.4991,0.0005,civhc_rbp_fy26
Kaiser Foundation Health Plan of Colorado - Lone Tree,Outpatient,2023,Douglas,Urban,Denver,0,1,0.2985,3259,2.2485,2.2354,2.4647,0.0003,civhc_rbp_fy26
Keefe Memorial Hospital,Inpatient/Outpatient Combined,2022,Cheyenne,Rural,East,1,0,3.2857,1224,2.1472,3.2857,2.3417,0.699,civhc_rbp_fy26
Loveland Endoscopy Center,Outpatient,2021,Larimer,Urban,Ft. Collins,0,1,1.434,1711,2.9767,2.9767,2.4991,0.0022,civhc_rbp_fy26
Loveland Surgical Enterprises,Outpatient,2021,Larimer,Urban,Ft. Collins,0,1,1.4145,292,2.9767,2.9767,2.4991,0.0007,civhc_rbp_fy26
Loveland Surgical Enterprises,Outpatient,2022,Larimer,Urban,Ft. Collins,0,1,1.4815,309,2.9914,2.9914,2.528,0.0007,civhc_rbp_fy26
Madison Street Surgery Center,Outpatient,2022,Denver,Urban,Denver,0,1,1.2674,328,2.3542,1.8823,2.528,0.2,civhc_rbp_fy26
Melissa Memorial Hospital,Outpatient,2023,Phillips,Rural,East,1,0,1.5203,1296,2.3176,1.4355,2.8358,0.0117,civhc_rbp_fy26
Memorial Regional Health,Inpatient/Outpatient Combined,2024,Moffat,Rural,West,0,0,2.0688,2388,2.5642,2.0688,2.4831,0.2286,civhc_rbp_fy26
Middle Park Health - Kremmling,Inpatient/Outpatient Combined,2022,Grand,Rural,West,1,0,1.9473,2899,2.3988,1.9791,2.3417,0.183,civhc_rbp_fy26
Middle Park Health - Kremmling,Outpatient,2024,Grand,Rural,West,1,0,1.838,2558,3.0338,1.8849,2.891,1.4395,civhc_rbp_fy26
Mt. San Rafael Hospital,Inpatient/Outpatient Combined,2024,Las Animas,Rural,East,1,0,2.7172,1852,2.2207,2.7172,2.4831,0.7055,civhc_rbp_fy26
North Care Ambulatory Surgery Center,Outpatient,2024,El Paso,Urban,Colorado Springs,0,1,1.3,213,2.5757,2.5887,2.524,1.2007,civhc_rbp_fy26
North Suburban Medical Center,Inpatient/Outpatient Combined,2024,Adams,Urban,Denver,0,0,2.5172,7371,2.3072,2.7948,2.3717,1.5999,civhc_rbp_fy26
North Suburban Spine Center,Outpatient,2021,Adams,Urban,Denver,0,1,1.7458,244,2.3417,2.9458,2.4991,0.0009,civhc_rbp_fy26
Northglenn Endoscopy Center,Outpatient,2022,Adams,Urban,Denver,0,1,2.1673,959,2.3542,3.2477,2.528,0.0022,civhc_rbp_fy26
Novamed Surgery Center of Colorado Springs,Outpatient,2021,El Paso,Urban,Colorado Springs,0,1,1.2463,310,2.5464,2.5524,2.4991,0.1238,civhc_rbp_fy26
Optumcare Colorado Ambulatory Surgery Center,Outpatient,2022,El Paso,Urban,Colorado Springs,0,1,1.1698,413,2.6399,2.6428,2.528,0.0028,civhc_rbp_fy26
Orthopaedic and Spine Center of the Rockies - Loveland,Outpatient,2024,Larimer,Urban,Ft. Collins,0,1,2.674,1090,2.7664,2.7664,2.524,0.2973,civhc_rbp_fy26
Pagosa Springs Medical Center,Inpatient/Outpatient Combined,2021,Archuleta,Rural,West,1,0,1.478,2594,2.2831,1.478,2.2483,0.2613,civhc_rbp_fy26
Park Avenue Surgery Center,Outpatient,2021,Denver,Urban,Denver,0,1,1.03,86,2.3417,1.9352,2.4991,0.0008,civhc_rbp_fy26
Park Avenue Surgery Center,Outpatient,2024,Denver,Urban,Denver,0,1,1.0355,83,2.4045,1.9042,2.524,0.001,civhc_rbp_fy26
Presbyterian/St. Luke's Medical Center,Inpatient,2021,Denver,Urban,Denver,0,0,2.4005,1378,1.8993,1.6468,1.9401,0.0318,civhc_rbp_fy26
Pueblo Ambulatory Surgery Center,Outpatient,2021,Pueblo,Urban,Pueblo,0,1,1.6447,341,3.2958,3.2958,2.4991,1.1718,civhc_rbp_fy26
Rangely District Hospital,Outpatient,2024,Rio Blanco,Rural,West,1,0,0.837,1148,3.0338,1.2677,2.891,0.0015,civhc_rbp_fy26
Rocky Mountain Endoscopy Center - Lakewood,Outpatient,2024,Jefferson,Urban,Denver,0,1,2.4741,1304,2.4045,2.5063,2.524,1.081,civhc_rbp_fy26
Rocky Mountain Laser and Surgery Center,Outpatient,2021,Pueblo,Urban,Pueblo,0,1,1.2659,238,3.2958,3.2958,2.4991,0.0011,civhc_rbp_fy26
Rocky Mountain Laser and Surgery Center,Outpatient,2022,Pueblo,Urban,Pueblo,0,1,1.143,215,3.4625,3.4625,2.528,0.0082,civhc_rbp_fy26
Rose Medical Center,Inpatient,2021,Denver,Urban,Denver,0,0,1.592,2626,1.8993,1.6468,1.9401,0.0008,civhc_rbp_fy26
STATEWIDE,Inpatient,2021,STATEWIDE,STATEWIDE,STATEWIDE,0,0,1.9057,47926,,,,,civhc_rbp_fy26
STATEWIDE,Outpatient,2021,STATEWIDE,STATEWIDE,STATEWIDE,0,0,2.535,1017690,,,,,civhc_rbp_fy26
Saint Joseph East Campus Ambulatory Surgical Center,Outpatient,2023,Denver,Urban,Denver,0,1,1.4888,601,2.2485,1.722,2.4647,0.1601,civhc_rbp_fy26
San Luis Valley Health Conejos County Hospital,Outpatient,2023,Conejos,Rural,East,1,0,1.6506,663,2.3176,1.6506,2.8358,0.0069,civhc_rbp_fy26
Sky Ridge Surgery Center,Outpatient,2023,Douglas,Urban,Denver,0,1,1.7165,1144,2.2485,2.2354,2.4647,0.0012,civhc_rbp_fy26
Skyline Surgery Center,Outpatient,2024,Pueblo,Urban,Pueblo,0,1,0.9045,41,3.7342,3.7342,2.524,0.7448,civhc_rbp_fy26
South Denver Gastroenterology Castle Rock Endoscopy Center,Outpatient,2023,Douglas,Urban,Denver,0,1,2.1776,303,2.2485,2.2354,2.4647,1.6612,civhc_rbp_fy26
South Denver Musculoskeletal Surgical Partners,Outpatient,2022,Arapahoe,Urban,Denver,0,1,2.0098,862,2.3542,2.5388,2.528,0.3872,civhc_rbp_fy26
Southwest Health System,Inpatient/Outpatient Combined,2023,Montezuma,Rural,West,1,0,1.8161,2809,2.5901,1.8161,2.4878,0.1034,civhc_rbp_fy26
Spanish Peaks Regional Health Center,Outpatient,2022,Huerfano,Rural,East,1,0,1.2572,802,2.3479,1.2572,2.7132,0.0038,civhc_rbp_fy26
St. Vincent Health,Inpatient/Outpatient Combined,2021,Lake,Rural,West,1,0,1.0961,781,2.2831,1.0961,2.2483,0.0032,civhc_rbp_fy26
Steamboat Surgery Center,Outpatient,2024,Routt,Rural,West,0,1,2.137,149,3.0338,3.2997,2.891,1.9382,civhc_rbp_fy26
Summit View Surgery Center,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.7658,342,2.3417,2.5878,2.4991,0.0005,civhc_rbp_fy26
Summit View Surgery Center,Outpatient,2022,Arapahoe,Urban,Denver,0,1,1.629,354,2.3542,2.5388,2.528,0.0009,civhc_rbp_fy26
Surgery Center of Northern Colorado,Outpatient,2024,Larimer,Urban,Ft. Collins,0,1,0.9826,706,2.7664,2.7664,2.524,0.3589,civhc_rbp_fy26
Surgical Center of Peak Endoscopy,Outpatient,2024,El Paso,Urban,Colorado Springs,0,1,1.2261,900,2.5757,2.5887,2.524,0.8357,civhc_rbp_fy26
Swedish Medical Center,Inpatient,2022,Arapahoe,Urban,Denver,0,0,2.8258,1618,2.0119,2.3832,1.99,0.0433,civhc_rbp_fy26
Swedish Medical Center,Inpatient/Outpatient Combined,2022,Arapahoe,Urban,Denver,0,0,2.9041,12669,2.284,2.6168,2.3666,0.0993,civhc_rbp_fy26
Telluride Medical Center,Inpatient/Outpatient Combined,2024,San Miguel,Rural,West,0,0,1.7774,190,2.5642,1.7774,2.4831,1.0858,civhc_rbp_fy26
The Medical Center of Aurora,Inpatient,2021,Arapahoe,Urban,Denver,0,0,2.2893,934,1.8993,2.5192,1.9401,0.0017,civhc_rbp_fy26
The Medical Center of Aurora,Outpatient,2021,Arapahoe,Urban,Denver,0,0,3.5042,4407,2.3417,2.5878,2.4991,0.2,civhc_rbp_fy26
UCHealth Ambulatory Surgery Center - Englewood,Outpatient,2022,Arapahoe,Urban,Denver,0,1,0.9691,1076,2.3542,2.5388,2.528,0.0919,civhc_rbp_fy26
UCHealth Broomfield Hospital,Inpatient,2024,Jefferson,Urban,Denver,0,0,1.8269,49,1.9574,2.4459,1.9367,0.4872,civhc_rbp_fy26
UCHealth Broomfield Hospital,Outpatient,2023,Jefferson,Urban,Denver,0,0,3.6492,4905,2.2485,2.426,2.4647,0.0337,civhc_rbp_fy26
UCHealth Grandview Hospital,Inpatient/Outpatient Combined,2022,El Paso,Urban,Colorado Springs,0,0,2.5791,3527,2.4589,2.4585,2.3666,0.1227,civhc_rbp_fy26
UCHealth Grandview Hospital,Inpatient/Outpatient Combined,2023,El Paso,Urban,Colorado Springs,0,0,2.726,4274,2.389,2.3967,2.3251,0.059,civhc_rbp_fy26
UCHealth Grandview Hospital,Outpatient,2021,El Paso,Urban,Colorado Springs,0,0,2.8351,2810,2.5464,2.5524,2.4991,0.2151,civhc_rbp_fy26
UCHealth Greeley  Hospital,Outpatient,2024,Weld,Urban,Greeley,0,0,3.2446,14477,2.9093,2.9093,2.524,1.6213,civhc_rbp_fy26
UCHealth Highlands Ranch Hospital,Inpatient,2021,Douglas,Urban,Denver,0,0,1.7932,800,1.8993,1.8516,1.9401,0.5141,civhc_rbp_fy26
UCHealth Highlands Ranch Hospital,Inpatient,2024,Douglas,Urban,Denver,0,0,1.9492,756,1.9574,1.8439,1.9367,0.794,civhc_rbp_fy26
UCHealth Highlands Ranch Hospital,Inpatient/Outpatient Combined,2021,Douglas,Urban,Denver,0,0,2.178,10533,2.1842,2.2152,2.2969,0.277,civhc_rbp_fy26
UCHealth Longs Peak Hospital,Inpatient/Outpatient Combined,2023,Weld,Urban,Greeley,0,0,2.7332,18318,2.623,2.623,2.3251,0.1932,civhc_rbp_fy26
UCHealth Parkview Pueblo West,Inpatient/Outpatient Combined,2022,Pueblo,Urban,Pueblo,0,0,4.1443,878,2.9285,2.9285,2.3666,0.0043,civhc_rbp_fy26
UCHealth Pikes Peak Regional Hospital,Outpatient,2023,Teller,Urban,Colorado Springs,1,0,2.0659,5099,2.5173,2.0659,2.4647,0.0739,civhc_rbp_fy26
UCHealth Poudre Valley Hospital,Inpatient,2023,Larimer,Urban,Ft. Collins,0,0,1.9552,1370,2.0765,2.0765,1.9517,0.0003,civhc_rbp_fy26
UCHealth University of Colorado Hospital,Inpatient,2024,Adams,Urban,Denver,0,0,2.5903,2547,1.9574,2.4352,1.9367,1.0328,civhc_rbp_fy26
UCHealth University of Colorado Hospital,Inpatient/Outpatient Combined,2021,Adams,Urban,Denver,0,0,2.6851,107218,2.1842,2.6347,2.2969,0.2163,civhc_rbp_fy26
UCHealth University of Colorado Hospital,Inpatient/Outpatient Combined,2023,Adams,Urban,Denver,0,0,2.7155,136381,2.1927,2.6515,2.3251,0.423,civhc_rbp_fy26
Urology Surgery Center of Colorado,Outpatient,2021,Denver,Urban,Denver,0,1,2.1861,828,2.3417,1.9352,2.4991,0.0004,civhc_rbp_fy26
Urology Surgery Center of Colorado,Outpatient,2024,Denver,Urban,Denver,0,1,1.8782,376,2.4045,1.9042,2.524,0.1613,civhc_rbp_fy26
Vail Health Hospital,Inpatient/Outpatient Combined,2023,Eagle,Rural,West,0,0,2.4909,13790,2.5901,2.4909,2.4878,0.114,civhc_rbp_fy26
Vail Health Hospital,Outpatient,2022,Eagle,Rural,West,0,0,3.4433,11606,2.8235,4.1645,2.7132,0.7356,civhc_rbp_fy26
Vail Health Hospital,Outpatient,2024,Eagle,Rural,West,0,0,3.4463,12552,3.0338,4.0407,2.891,0.8953,civhc_rbp_fy26
Valley View Hospital,Outpatient,2023,Garfield,Rural,West,0,0,4.2257,18514,2.9891,3.2604,2.8358,0.1416,civhc_rbp_fy26
Valley View Hospital,Outpatient,2024,Garfield,Rural,West,0,0,4.0646,18690,3.0338,3.2259,2.891,0.6717,civhc_rbp_fy26
Weisbrod Memorial County Hospital,Inpatient/Outpatient Combined,2021,Kiowa,Rural,East,1,0,0.8456,742,2.1124,0.8456,2.2483,0.0053,civhc_rbp_fy26
Women's Health Surgery Center,Outpatient,2021,Adams,Urban,Denver,0,1,1.3258,37,2.3417,2.9458,2.4991,0.0008,civhc_rbp_fy26
Wray Community District Hospital,Inpatient,2022,Yuma,Rural,East,1,0,0.7568,59,1.2105,0.786,1.6034,0.0002,civhc_rbp_fy26
Wray Community District Hospital,Inpatient,2023,Yuma,Rural,East,1,0,0.9467,39,1.2034,0.98,1.6874,0.6555,civhc_rbp_fy26
Advanced Heart and Vein Surgery Center,Outpatient,2023,Broomfield,Urban,Denver,0,1,1.2475,46,2.2485,3.0582,2.4647,0.0003,civhc_rbp_fy26
Advanced Vision Surgery Center,Outpatient,2022,Boulder,Urban,Boulder,0,1,1.1618,334,2.169,2.169,2.528,0.0016,civhc_rbp_fy26
AdventHealth Avista,Inpatient,2021,Boulder,Urban,Boulder,0,0,1.3633,1055,1.6794,1.6794,1.9401,0.1076,civhc_rbp_fy26
AdventHealth Avista,Outpatient,2021,Boulder,Urban,Boulder,0,0,1.7868,11147,2.0417,2.0417,2.4991,0.0065,civhc_rbp_fy26
AdventHealth Castle Rock,Inpatient,2022,Douglas,Urban,Denver,0,0,1.4643,767,2.0119,1.8649,1.99,0.0893,civhc_rbp_fy26
