ccn,dtc_rs_rate,readmission_rsrr,mspb_score,source,source_date
36T076,70.46,10.03,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T079,70.71,9.05,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T084,66.54,8.51,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T085,70.02,7.26,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T086,66.82,10.86,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T095,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T098,62.54,9.09,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T112,58.83,9.81,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T118,65.11,9.59,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T121,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T132,67.56,9.98,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T155,63.59,9.18,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T163,70.80,8.96,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T172,64.35,9.25,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T174,65.49,9.33,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T189,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T211,63.03,10.56,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T218,65.23,9.65,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T234,70.38,7.29,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373025,51.58,8.33,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373033,68.37,9.46,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373034,72.52,10.42,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373035,61.03,9.39,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373036,74.18,9.60,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373037,66.97,8.52,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373038,67.76,8.94,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373039,70.65,10.50,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T001,72.47,9.03,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T008,66.21,9.80,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T018,66.10,8.50,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T019,64.57,8.81,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T020,71.42,9.35,1.15,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T023,67.88,9.20,1.17,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T025,71.82,9.52,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T026,69.97,8.80,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T034,65.51,10.17,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T047,57.72,10.66,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T049,67.45,9.56,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T056,64.81,9.24,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T091,64.85,8.44,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T097,66.77,10.33,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T106,64.91,9.64,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
37T236,62.02,9.34,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
38T017,76.31,8.68,0.76,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
38T018,74.17,8.89,0.83,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
38T047,77.06,8.04,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
38T051,75.43,9.39,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
38T061,77.32,8.41,0.86,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
38T075,70.71,9.30,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
38T102,73.16,9.03,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393025,62.26,7.93,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393026,73.24,10.08,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393027,72.57,9.17,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393030,72.41,8.58,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393031,71.56,11.61,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393035,62.03,9.02,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393036,65.47,8.64,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393037,77.28,10.20,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393038,59.21,9.05,1.45,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393039,72.63,9.84,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393040,71.55,9.19,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393045,69.53,10.38,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393046,69.48,11.14,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393047,71.42,8.95,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393053,66.98,10.32,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393054,70.73,7.75,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393055,65.95,9.87,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
393056,70.65,9.53,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T002,66.63,9.09,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T009,63.56,8.67,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T013,64.37,9.84,1.13,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T016,66.01,8.86,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T028,62.10,9.36,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T030,67.86,8.75,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T032,66.32,9.03,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T041,60.66,9.78,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T044,63.39,8.88,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T045,69.65,8.63,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T049,71.47,9.39,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T057,63.87,8.62,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T058,76.87,8.60,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T066,69.40,8.62,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T079,68.04,9.13,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T086,65.84,8.48,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T090,63.49,8.40,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T091,70.60,8.84,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T093,,,0.85,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T102,59.82,9.70,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T107,66.59,8.24,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T110,60.77,9.39,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T111,68.07,8.21,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T113,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T125,68.69,8.99,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T127,77.97,8.29,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T133,71.57,8.52,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T137,71.49,8.69,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T142,62.74,8.46,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T147,62.15,8.86,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T151,58.09,9.31,1.20,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T156,63.95,9.38,1.29,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T160,67.45,8.85,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T162,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T164,69.26,8.53,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T173,64.48,9.38,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T185,63.01,9.07,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T198,57.61,9.09,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T201,67.54,8.57,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T204,67.44,9.35,1.34,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T225,70.82,8.31,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T265,60.53,10.99,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T267,69.08,9.05,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T304,62.29,9.22,1.48,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T327,74.39,8.88,1.14,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39T328,67.84,8.46,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
39TA27,57.99,10.39,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
403025,75.09,10.23,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
403026,79.97,8.34,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
403027,74.19,9.50,0.83,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
403028,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
40T012,70.81,8.87,0.77,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
40T014,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
40T016,71.61,9.30,0.71,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
40T021,74.45,9.17,0.78,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
40T104,72.78,9.10,0.86,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
413025,65.59,8.85,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
413026,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
41T005,54.25,10.37,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
41T006,63.17,7.97,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
41T009,66.57,8.99,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423025,71.51,9.30,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423026,67.83,10.76,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423027,69.66,10.89,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423028,73.81,9.60,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423029,72.47,9.97,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423030,71.97,8.10,1.11,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423031,68.28,7.93,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423032,72.01,9.83,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423033,70.21,9.99,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423034,72.81,9.16,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423035,73.73,9.19,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423036,69.85,8.73,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
423037,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T004,61.93,9.03,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T007,65.67,8.51,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T023,66.10,9.40,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T030,72.65,8.33,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T036,63.04,9.37,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T049,65.10,9.85,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T067,68.18,9.48,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T070,66.62,8.61,1.16,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T078,69.24,8.45,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T079,73.54,9.60,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T082,69.21,8.68,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T085,75.31,8.58,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T087,75.50,7.30,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T089,70.39,9.67,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T091,66.41,9.72,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
42T101,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
433027,67.24,10.27,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
43T012,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
43T016,67.35,9.12,0.86,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
43T027,64.18,8.75,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
43TA03,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443025,65.22,7.95,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443027,69.58,9.88,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443028,63.03,7.86,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443029,68.34,10.09,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443030,70.49,9.91,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443031,71.12,10.33,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443032,72.27,9.20,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443033,72.20,9.63,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443034,69.44,9.73,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443035,68.83,10.33,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443036,69.12,8.40,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443037,68.06,9.94,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443038,67.72,8.31,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
443039,72.19,9.44,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T003,60.73,9.93,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T006,76.03,9.18,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T035,65.06,10.29,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T046,68.37,10.52,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T050,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T058,68.29,8.87,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T059,64.45,9.12,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T120,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T150,71.97,9.18,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T151,66.89,9.58,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T152,60.35,10.91,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T156,71.84,8.74,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T175,68.24,8.86,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T183,62.42,9.33,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T187,65.06,8.78,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T197,66.44,9.22,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T200,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
44T231,67.63,9.04,0.82,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453025,67.56,8.66,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453029,69.45,11.06,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453031,69.82,10.30,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453035,62.62,9.82,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453036,71.21,7.98,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453040,66.84,11.55,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453042,69.46,11.44,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453047,67.49,10.05,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453048,61.40,9.90,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453053,74.33,10.03,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453054,73.74,10.54,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453056,68.46,10.51,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453057,71.95,8.75,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453059,71.52,11.20,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453072,61.57,8.42,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453091,67.72,8.86,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
453092,72.96,9.15,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T002,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T007,66.57,7.65,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T011,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T015,69.70,9.25,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T029,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T032,51.35,11.23,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T033,66.53,8.75,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T035,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T042,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T044,67.69,9.24,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T046,65.24,7.98,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T058,65.16,9.91,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T068,65.26,8.87,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T072,60.10,10.65,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T079,63.72,10.67,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T080,67.27,9.25,0.81,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T092,73.24,10.11,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T097,64.95,8.68,1.14,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T101,70.43,8.96,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T104,74.37,8.33,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T107,67.41,9.28,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T119,77.16,9.55,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T137,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T147,57.61,9.74,1.11,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T176,71.44,10.55,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T184,69.48,9.31,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T193,72.64,9.10,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T196,62.75,9.26,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T209,65.05,8.15,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T211,69.50,9.50,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T213,65.63,8.94,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T222,67.42,10.56,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T229,63.90,9.65,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T231,66.11,9.07,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T236,67.82,8.66,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T324,72.31,10.54,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T346,60.66,9.51,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T347,65.60,8.75,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T352,67.38,10.71,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T358,71.44,8.50,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T388,67.89,8.53,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T403,73.44,8.49,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T431,71.49,8.38,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T462,68.79,8.48,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T508,60.15,8.97,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T617,66.64,10.34,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
